symbol,timestamp,open,high,low,close,volume,trade_count,vwap
CI,2025-07-01 13:30:00+00:00,330.71,330.71,330.615,330.615,530.0,10.0,330.646667
CI,2025-07-01 13:32:00+00:00,333.7,333.7,333.0,333.01,1336.0,20.0,333.093457
CI,2025-07-01 13:37:00+00:00,332.99,333.0,332.99,333.0,679.0,9.0,332.994
CI,2025-07-01 13:38:00+00:00,333.05,333.05,333.0,333.0,550.0,7.0,333.031132
CI,2025-07-01 13:46:00+00:00,333.1,333.1,333.1,333.1,100.0,1.0,333.1
CI,2025-07-01 13:47:00+00:00,332.94,333.005,332.935,333.005,538.0,7.0,332.97125
CI,2025-07-01 13:48:00+00:00,332.935,332.935,332.69,332.69,692.0,9.0,332.8375
CI,2025-07-01 13:49:00+00:00,332.615,332.615,332.615,332.615,146.0,4.0,332.615
CI,2025-07-01 13:50:00+00:00,333.07,333.07,332.83,332.83,481.0,15.0,332.95
CI,2025-07-01 13:51:00+00:00,334.08,334.08,334.08,334.08,220.0,4.0,334.08
CI,2025-07-01 13:52:00+00:00,334.79,335.195,334.77,335.12,949.0,12.0,334.968333
CI,2025-07-01 13:53:00+00:00,334.85,334.85,334.85,334.85,381.0,10.0,334.85
CI,2025-07-01 13:56:00+00:00,335.03,335.03,334.72,334.72,1458.0,19.0,334.940081
CI,2025-07-01 13:57:00+00:00,334.915,334.915,334.915,334.915,100.0,1.0,334.915
CI,2025-07-01 13:58:00+00:00,334.12,334.12,333.92,333.92,719.0,16.0,334.005339
CI,2025-07-01 13:59:00+00:00,333.58,333.58,333.58,333.58,121.0,4.0,333.58
CI,2025-07-01 14:00:00+00:00,333.48,333.48,333.48,333.48,348.0,8.0,333.48
CI,2025-07-01 14:01:00+00:00,333.685,333.685,333.685,333.685,101.0,2.0,333.685
CI,2025-07-01 14:02:00+00:00,333.5,333.655,333.46,333.46,1215.0,14.0,333.532088
CI,2025-07-01 14:03:00+00:00,333.41,333.61,333.41,333.61,333.0,10.0,333.51
CI,2025-07-01 14:05:00+00:00,333.525,333.525,333.525,333.525,100.0,1.0,333.525
CI,2025-07-01 14:08:00+00:00,334.19,334.19,334.19,334.19,405.0,6.0,334.19
CI,2025-07-01 14:10:00+00:00,334.71,334.71,334.71,334.71,201.0,3.0,334.71
CI,2025-07-01 14:12:00+00:00,334.64,334.64,334.64,334.64,200.0,1.0,334.64
CI,2025-07-01 14:13:00+00:00,334.72,334.72,334.72,334.72,103.0,3.0,334.72
CI,2025-07-01 14:15:00+00:00,334.73,334.73,334.36,334.36,751.0,10.0,334.603333
CI,2025-07-01 14:16:00+00:00,334.43,334.43,334.42,334.42,226.0,6.0,334.425
CI,2025-07-01 14:17:00+00:00,335.15,335.15,335.15,335.15,500.0,1.0,335.15
CI,2025-07-01 14:18:00+00:00,334.865,334.865,334.865,334.865,212.0,2.0,334.865
CI,2025-07-01 14:19:00+00:00,334.765,334.765,334.765,334.765,220.0,5.0,334.765
CI,2025-07-01 14:20:00+00:00,334.75,334.765,334.75,334.765,302.0,3.0,334.755051
CI,2025-07-01 14:21:00+00:00,335.0,335.0,335.0,335.0,139.0,5.0,335.0
CI,2025-07-01 14:25:00+00:00,335.24,335.24,335.115,335.115,385.0,12.0,335.1775
CI,2025-07-01 14:29:00+00:00,335.58,336.0,335.51,336.0,821.0,14.0,335.732
CI,2025-07-01 14:30:00+00:00,335.885,336.14,335.885,335.965,4350.0,55.0,335.945035
CI,2025-07-01 14:32:00+00:00,337.145,337.22,337.145,337.165,801.0,8.0,337.186688
CI,2025-07-01 14:33:00+00:00,337.12,337.12,336.95,337.015,552.0,7.0,337.065
